Date,SPY,EFA,AGG,GLD
2005-02-22,0.0,0.0,0.0,0.0
2005-02-23,0.0,0.0,0.0,0.0
2005-02-24,0.0,0.0,0.0,0.0
2005-02-25,0.0,0.0,0.0,0.0
2005-02-28,0.0,0.0,0.0,0.0
2005-03-01,0.0,0.0,0.0,0.0
2005-03-02,0.0,0.0,0.0,0.0
2005-03-03,0.0,0.0,0.0,0.0
2005-03-04,0.0,0.0,0.0,0.0
2005-03-07,0.0,0.0,0.0,0.0
2005-03-08,0.0,0.0,0.0,0.0
2005-03-09,0.0,0.0,0.0,0.0
2005-03-10,0.0,0.0,0.0,0.0
2005-03-11,0.0,0.0,0.0,0.0
2005-03-14,0.0,0.0,0.0,0.0
2005-03-15,0.0,0.0,0.0,0.0
2005-03-16,0.0,0.0,0.0,0.0
2005-03-17,0.0,0.0,0.0,0.0
2005-03-18,0.0,0.0,0.0,0.0
2005-03-21,0.0,0.0,0.0,0.0
2005-03-22,0.0,0.0,0.0,0.0
2005-03-23,0.0,0.0,0.0,0.0
2005-03-24,0.0,0.0,0.0,0.0
2005-03-28,0.0,0.0,0.0,0.0
2005-03-29,0.0,0.0,0.0,0.0
2005-03-30,0.0,0.0,0.0,0.0
2005-03-31,0.0,0.0,0.0,0.0
2005-04-01,0.0,0.0,0.0,0.0
2005-04-04,0.0,0.0,0.0,0.0
2005-04-05,0.0,0.0,0.0,0.0
2005-04-06,0.0,0.0,0.0,0.0
2005-04-07,0.0,0.0,0.0,0.0
2005-04-08,0.0,0.0,0.0,0.0
2005-04-11,0.0,0.0,0.0,0.0
2005-04-12,0.0,0.0,0.0,0.0
2005-04-13,0.0,0.0,0.0,0.0
2005-04-14,0.0,0.0,0.0,0.0
2005-04-15,0.0,0.0,0.0,0.0
2005-04-18,0.0,0.0,0.0,0.0
2005-04-19,0.0,0.0,0.0,0.0
2005-04-20,0.0,0.0,0.0,0.0
2005-04-21,0.0,0.0,0.0,0.0
2005-04-22,0.0,0.0,0.0,0.0
2005-04-25,0.0,0.0,0.0,0.0
2005-04-26,0.0,0.0,0.0,0.0
2005-04-27,0.0,0.0,0.0,0.0
2005-04-28,0.0,0.0,0.0,0.0
2005-04-29,0.0,0.0,0.0,0.0
2005-05-02,0.0,0.0,0.0,0.0
2005-05-03,0.0,0.0,0.0,0.0
2005-05-04,0.0,0.0,0.0,0.0
2005-05-05,0.0,0.0,0.0,0.0
2005-05-06,0.0,0.0,0.0,0.0
2005-05-09,0.0,0.0,0.0,0.0
2005-05-10,0.0,0.0,0.0,0.0
2005-05-11,0.0,0.0,0.0,0.0
2005-05-12,0.0,0.0,0.0,0.0
2005-05-13,0.0,0.0,0.0,0.0
2005-05-16,0.0,0.0,0.0,0.0
2005-05-17,0.0,0.0,0.0,0.0
2005-05-18,0.0,0.0,0.0,0.0
2005-05-19,0.0,0.0,0.0,0.0
2005-05-20,0.0,0.0,0.0,0.0
2005-05-23,0.0,0.0,0.0,0.0
2005-05-24,0.0,0.0,0.0,0.0
2005-05-25,0.0,0.0,0.0,0.0
2005-05-26,0.0,0.0,0.0,0.0
2005-05-27,0.0,0.0,0.0,0.0
2005-05-31,0.0,0.0,0.0,0.0
2005-06-01,0.0,0.0,0.0,0.0
2005-06-02,0.0,0.0,0.0,0.0
2005-06-03,0.0,0.0,0.0,0.0
2005-06-06,0.0,0.0,0.0,0.0
2005-06-07,0.0,0.0,0.0,0.0
2005-06-08,0.0,0.0,0.0,0.0
2005-06-09,0.0,0.0,0.0,0.0
2005-06-10,0.0,0.0,0.0,0.0
2005-06-13,0.0,0.0,0.0,0.0
2005-06-14,0.0,0.0,0.0,0.0
2005-06-15,0.0,0.0,0.0,0.0
2005-06-16,0.0,0.0,0.0,0.0
2005-06-17,0.0,0.0,0.0,0.0
2005-06-20,0.0,0.0,0.0,0.0
2005-06-21,0.0,0.0,0.0,0.0
2005-06-22,0.0,0.0,0.0,0.0
2005-06-23,0.0,0.0,0.0,0.0
2005-06-24,0.0,0.0,0.0,0.0
2005-06-27,0.0,0.0,0.0,0.0
2005-06-28,0.0,0.0,0.0,0.0
2005-06-29,0.0,0.0,0.0,0.0
2005-06-30,0.0,0.0,0.0,0.0
2005-07-01,0.0,0.0,0.0,0.0
2005-07-05,0.0,0.0,0.0,0.0
2005-07-06,0.0,0.0,0.0,0.0
2005-07-07,0.0,0.0,0.0,0.0
2005-07-08,0.0,0.0,0.0,0.0
2005-07-11,0.0,0.0,0.0,0.0
2005-07-12,0.0,0.0,0.0,0.0
2005-07-13,0.0,0.0,0.0,0.0
2005-07-14,0.0,0.0,0.0,0.0
2005-07-15,0.0,0.0,0.0,0.0
2005-07-18,0.0,0.0,0.0,0.0
2005-07-19,0.0,0.0,0.0,0.0
2005-07-20,0.0,0.0,0.0,0.0
2005-07-21,0.0,0.0,0.0,0.0
2005-07-22,0.0,0.0,0.0,0.0
2005-07-25,0.0,0.0,0.0,0.0
2005-07-26,0.0,0.0,0.0,0.0
2005-07-27,0.0,0.0,0.0,0.0
2005-07-28,0.0,0.0,0.0,0.0
2005-07-29,0.0,0.0,0.0,0.0
2005-08-01,0.0,0.0,0.0,0.0
2005-08-02,0.0,0.0,0.0,0.0
2005-08-03,0.0,0.0,0.0,0.0
2005-08-04,0.0,0.0,0.0,0.0
2005-08-05,0.0,0.0,0.0,0.0
2005-08-08,0.0,0.0,0.0,0.0
2005-08-09,0.0,0.0,0.0,0.0
2005-08-10,0.0,0.0,0.0,0.0
2005-08-11,0.0,0.0,0.0,0.0
2005-08-12,0.0,0.0,0.0,0.0
2005-08-15,0.0,0.0,0.0,0.0
2005-08-16,0.0,0.0,0.0,0.0
2005-08-17,0.0,0.0,0.0,0.0
2005-08-18,0.0,0.0,0.0,0.0
2005-08-19,0.0,0.0,0.0,0.0
2005-08-22,0.0,0.0,0.0,0.0
2005-08-23,0.0,0.0,0.0,0.0
2005-08-24,0.0,0.0,0.0,0.0
2005-08-25,0.0,0.0,0.0,0.0
2005-08-26,0.0,0.0,0.0,0.0
2005-08-29,0.0,0.0,0.0,0.0
2005-08-30,0.0,0.0,0.0,0.0
2005-08-31,0.0,0.0,0.0,0.0
2005-09-01,0.0,0.0,0.0,0.0
2005-09-02,0.0,0.0,0.0,0.0
2005-09-06,0.19669335407501115,0.1514238115524398,0.49895577142948766,0.15292706294306133
2005-09-07,0.18989001310364514,0.14872707653592795,0.5075901690828432,0.15379274127758374
2005-09-08,0.19041687685436356,0.1490763255572705,0.5062664115474319,0.15424038604093404
2005-09-09,0.19001192120878088,0.14738689441612077,0.5083788815283544,0.15422230284674407
2005-09-12,0.18786575487716334,0.14570682492935885,0.5116830646680385,0.15474435552543928
2005-09-13,0.18564984033309886,0.14229659377587558,0.511911977946394,0.1601415879446316
2005-09-14,0.1854950660953611,0.14566053729078948,0.5093042882179137,0.15954010839593574
2005-09-15,0.18412564713572935,0.1476081650516701,0.5113485199062254,0.15691766790637507
2005-09-16,0.18260134911029785,0.14732216899199993,0.5167127423689505,0.15336373952875174
2005-09-19,0.17901580357429892,0.14420709393065004,0.5262335288942955,0.15054357360075563
2005-09-20,0.18605787392473788,0.14494984088582274,0.5208596802938606,0.14813260489557872
2005-09-21,0.18492762887688843,0.14423359299090593,0.522619355513424,0.14821942261878163
2005-09-22,0.18345662943309676,0.14683649782571387,0.5257860725033073,0.14392080023788204
2005-09-23,0.18446705799691077,0.14592709559022968,0.5294145906040937,0.14019125580876587
2005-09-26,0.1853542031464213,0.1463104176263144,0.5277324691011633,0.14060291012610102
2005-09-27,0.1859225263328857,0.1436857138566155,0.5304762384174385,0.13991552139306027
2005-09-28,0.18271353766428708,0.14054049911161856,0.5337298920823591,0.14301607114173528
2005-09-29,0.18396264597519588,0.13772668831957233,0.5360370561665655,0.14227360953866633
2005-09-30,0.18561491713033376,0.13664928748032112,0.5351770442956243,0.1425587510937208
2005-10-03,0.18596141664133126,0.13642101596739498,0.5372871554632004,0.14033041192807336
2005-10-04,0.192122704005486,0.13909218241833043,0.5289245644648553,0.13986054911132834
2005-10-05,0.18812737426409573,0.1395477244063917,0.5307894984556358,0.14153540287387675
2005-10-06,0.0,0.17221769268913134,0.6530171170256209,0.17476519028524778
2005-10-07,0.182493702980253,0.14212771299145271,0.5365347204293566,0.1388438635989377
2005-10-10,0.0,0.1733317441580817,0.6533262760470034,0.1733419797949148
2005-10-11,0.0,0.1732093618509871,0.6530163348151623,0.17377430333385055
2005-10-12,0.0,0.17485137026429626,0.6499696476264911,0.17517898210921262
2005-10-13,0.0,0.17423568503764206,0.6536333598284655,0.17213095513389254
2005-10-14,0.0,0.5029563769974533,0.0,0.49704362300254673
2005-10-17,0.0,0.16766078691484393,0.665439637023929,0.16689957606122718
2005-10-18,0.0,0.16568737029779582,0.6680771366918035,0.16623549301040083
2005-10-19,0.17373887938116597,0.13491348497205508,0.5543810570907637,0.13696657855601524
2005-10-20,0.0,0.16376005428153081,0.6732712238112882,0.16296872190718095
2005-10-21,0.0,0.15661218150530437,0.6804197293466913,0.16296808914800437
2005-10-24,0.16077025242454956,0.13136854901405462,0.572855394498547,0.13500580406284873
2005-10-25,0.37036365847156183,0.3070856724096137,0.0,0.32255066911882446
2005-10-26,0.3711339646961144,0.31093990359304735,0.0,0.31792613171083817
2005-10-27,0.0,0.4961599944097236,0.0,0.5038400055902764
2005-10-28,0.3675648947367802,0.31385327636027527,0.0,0.3185818289029445
2005-10-31,0.3611533261042768,0.316983998628874,0.0,0.3218626752668492
2005-11-01,0.36668510203795235,0.3208381051240225,0.0,0.3124767928380251
2005-11-02,0.36971547123461335,0.32156775467599497,0.0,0.30871677408939163
2005-11-03,0.36809868475192026,0.32293783367826473,0.0,0.30896348156981507
2005-11-04,0.36669506885550074,0.32409418535933626,0.0,0.3092107457851631
2005-11-07,0.36239683530815253,0.32579498449163036,0.0,0.31180818020021706
2005-11-08,0.36388125123443354,0.325704817639924,0.0,0.3104139311256425
2005-11-09,0.3644649504052121,0.3240542269046073,0.0,0.31148082269018074
2005-11-10,0.3702075573360211,0.3253766662230434,0.0,0.3044157764409355
2005-11-11,0.36501174067459374,0.3240746031422387,0.0,0.3109136561831676
2005-11-14,0.3633665570143444,0.3275705241701473,0.0,0.30906291881550835
2005-11-15,0.36365268578306204,0.32662806728183547,0.0,0.30971924693510255
2005-11-16,0.3618284051166893,0.32921743805612297,0.0,0.30895415682718774
2005-11-17,0.36791141702888275,0.3354225463928509,0.0,0.29666603657826635
2005-11-18,0.3722810326886793,0.33216114917582823,0.0,0.29555781813549237
2005-11-21,0.156663686569328,0.13930350897224644,0.5796526297204881,0.12438017473793746
2005-11-22,0.15966414625708766,0.1414086460897156,0.5737038232525938,0.12522338440060296
2005-11-23,0.16182506368753607,0.14241518979334356,0.5697535325267288,0.12600621399239156
2005-11-25,0.1605166589897172,0.14098929202712082,0.5712511369897824,0.12724291199337961
2005-11-28,0.16002763999174804,0.14065572455812256,0.5749792062171644,0.12433742923296501
2005-11-29,0.15752618314936429,0.14229004459712433,0.5730005201560122,0.1271832520974992
2005-11-30,0.3689087513023628,0.333348649122501,0.0,0.29774259957513627
2005-12-01,0.37413199014816495,0.33668671028774116,0.0,0.2891812995640939
2005-12-02,0.38039711473237847,0.33239732152957335,0.0,0.2872055637380481
2005-12-05,0.3798788377483867,0.33356559040480976,0.0,0.2865555718468037
2005-12-06,0.16121553617204662,0.14274092152242723,0.576248238711066,0.11979530359446007
2005-12-07,0.37946906420829873,0.338700783468807,0.0,0.2818301523228943
2005-12-08,0.16014890269808552,0.14309796252579934,0.5771069801400109,0.11964615463610415
2005-12-09,0.16602166933450627,0.14792970172037762,0.5627851217486801,0.12326350719643599
2005-12-12,0.38103527110623875,0.33563917116331177,0.0,0.28332555773044954
2005-12-13,0.168187718761353,0.14638513760324984,0.56084223432571,0.1245849093096871
2005-12-14,0.17070986180587389,0.15006031218020263,0.5560712623868991,0.12315856362702446
2005-12-15,0.17509787027627863,0.15231838336327283,0.5554129437852849,0.11717080257516359
2005-12-16,0.17660022057939467,0.1489824608175452,0.5555938133767501,0.11882350522630994
2005-12-19,0.1758837566972771,0.14776116101102235,0.5552904183473977,0.12106466394430282
2005-12-20,0.17450129486634627,0.14792332507318856,0.5565988751276455,0.12097650493281971
2005-12-21,0.17411494471761074,0.1495749402909757,0.5614081057528691,0.11490200923854443
2005-12-22,0.17395720226100284,0.14958848874996025,0.5613811167210951,0.11507319226794178
2005-12-23,0.17281129337667261,0.15048676235017758,0.5628189098469565,0.11388303442619328
2005-12-27,0.1740348286872375,0.1526342806024275,0.5595754666129062,0.1137554240974289
2005-12-28,0.17242277669352626,0.15325269278494175,0.5592458268550183,0.11507870366651361
2005-12-29,0.1733057084274155,0.1531252427085571,0.5596498034247601,0.1139192454392672
2005-12-30,0.17592198306438828,0.15337278615240627,0.557514928319872,0.11319030246333346
2006-01-03,0.17982873352015613,0.1535681703902236,0.5541830358032406,0.11242006028637958
2006-01-04,0.17668006480760673,0.13942150368512643,0.5722938434743924,0.11160458803287447
2006-01-05,0.17731041500706596,0.13947874911083774,0.5710566978107432,0.1121541380713531
2006-01-06,0.18014438817229184,0.13927411931092265,0.5716394822502334,0.10894201026655213
2006-01-09,0.179414969283094,0.13768579143743012,0.5777874083521319,0.10511183092734412
2006-01-10,0.1817573589989713,0.13832059751549147,0.5752118358907949,0.10471020759474237
2006-01-11,0.1817611187189231,0.13664786386268699,0.5779688595880089,0.10362215783038085
2006-01-12,0.18408282845150423,0.13649753518745922,0.5759620761066478,0.10345756025438867
2006-01-13,0.1839728644095211,0.1376924393968968,0.5742178439148312,0.10411685227875085
2006-01-17,0.1893512418314767,0.14046321978116305,0.5673315095994584,0.10285402878790179
2006-01-18,0.19634493010912546,0.13630784302561177,0.5639555975838279,0.10339162928143476
2006-01-19,0.20916353615558966,0.13968088649864865,0.5526297246306703,0.09852585271509126
2006-01-20,0.20972500011335282,0.138702575572591,0.555910009925142,0.09566241438891426
2006-01-23,0.20173394721244972,0.13784336682584064,0.5645737773835832,0.0958489085781265
2006-01-24,0.19986997345183602,0.13424847934173217,0.5705540921224226,0.09532745508400918
2006-01-25,0.1970808899379677,0.1319163556646245,0.5772698945567288,0.09373285984067903
2006-01-26,0.20363644374823983,0.1317200680283337,0.5712661783596031,0.09337730986382338
2006-01-27,0.21280944167416949,0.13108540215486095,0.5629137628604087,0.09319139331056077
2006-01-30,0.2097006383506135,0.13136288230233711,0.5635270679331125,0.09540941141393681
2006-01-31,0.2094604010161486,0.13181149433576828,0.5629805791888736,0.09574752545920964
2006-02-01,0.2096055919521036,0.13324157339748927,0.5617726508433376,0.09538018380706952
2006-02-02,0.2073566205534079,0.13282807061991464,0.5645561914344225,0.09525911739225491
2006-02-03,0.20069447685429592,0.13307605992670873,0.5692209083757811,0.09700855484321413
2006-02-06,0.20103616384671794,0.1343504195819905,0.5674755578054811,0.09713785876581042
2006-02-07,0.19861927117495268,0.13295685941856367,0.5723718052104416,0.09605206419604201
2006-02-08,0.19512020970849023,0.13236600815140556,0.5837156088520529,0.08879817328805137
2006-02-09,0.19175903343848966,0.13080800352275337,0.5896449098616201,0.08778805317713677
2006-02-10,0.19211064762423977,0.1311167335621486,0.590831679529209,0.0859409392844027
2006-02-13,0.19049007047103172,0.1306516210381738,0.5964300974944846,0.08242821099630987
2006-02-14,0.19101255540837858,0.13028863458932283,0.5980229351173174,0.08067587488498111
2006-02-15,0.1870977293829903,0.12952960677032047,0.6013539480793688,0.08201871576732041
2006-02-16,0.1894413137157956,0.1309280811805816,0.5981638412102105,0.08146676389341244
2006-02-17,0.18860145074116896,0.1309348754008077,0.5991714065096737,0.08129226734834959
2006-02-21,0.19062375964896286,0.13177358370409145,0.5954623675000389,0.08214028914690687
2006-02-22,0.19294946857079556,0.13321725331092765,0.5907327193747431,0.08310055874353363
2006-02-23,0.1964602686452063,0.1353399580939323,0.5834275190560092,0.08477225420485232
2006-02-24,0.19609842276774075,0.13706939029503223,0.5828804534844159,0.0839517334528112
2006-02-27,0.19778594571826183,0.13652049269609598,0.582937594676038,0.08275596690960411
2006-02-28,0.19856070084346075,0.13707865816282327,0.5816418331680424,0.08271880782567362
2006-03-01,0.19580895011962443,0.13682552516623192,0.5842341199689205,0.08313140474522314
2006-03-02,0.19510847768532297,0.13909084790521692,0.5820685585869134,0.08373211582254661
2006-03-03,0.1969238791019791,0.14026086013019895,0.578629515451861,0.08418574531596092
2006-03-06,0.46682361384258314,0.33314065784711594,0.0,0.20003572831030098
2006-03-07,0.4675985572394339,0.33448255357453177,0.0,0.1979188891860344
2006-03-08,0.47170495514932875,0.33015548946738493,0.0,0.19813955538328626
2006-03-09,0.4726005913832728,0.33080675032714,0.0,0.19659265828958714
2006-03-10,0.468452436516977,0.3341810528923308,0.0,0.19736651059069224
2006-03-13,0.46518045414508397,0.3355730912599874,0.0,0.19924645459492862
2006-03-14,0.19124339245183497,0.13615462243009993,0.5905408183831476,0.08206116673491748
2006-03-15,0.188909547905741,0.13586067628409232,0.5903533740078737,0.0848764018022931
2006-03-16,0.18995580678725177,0.13843511529361552,0.5861594837663904,0.08544959415274234
2006-03-17,0.19405814097083968,0.14166280986152704,0.5771515662794853,0.08712748288814812
2006-03-20,0.1962604656074349,0.14220613070076496,0.574187773184788,0.08734563050701213
2006-03-21,0.45783901692987844,0.33218964463309847,0.0,0.2099713384370231
2006-03-22,0.1958916902951004,0.14152014498464638,0.5720102535783489,0.09057791114190424
2006-03-23,0.1952683018624033,0.14063259781395857,0.5728643864984222,0.09123471382521611
2006-03-24,0.19425130456954864,0.13746535469076332,0.5774004014281043,0.0908829393115837
2006-03-27,0.1974322443244573,0.13716275670791522,0.5762286962770452,0.08917630269058223
2006-03-28,0.19462748803507457,0.13564928011255412,0.5813404015423707,0.08838283031000066
2006-03-29,0.4658968540274336,0.3220915026653451,0.0,0.21201164330722141
2006-03-30,0.46919142773087136,0.32021471451158223,0.0,0.21059385775754638
2006-03-31,0.46889062043687496,0.3328966433900714,0.0,0.19821273617305366
2006-04-03,0.4706838121199888,0.33218473502929347,0.0,0.19713145285071768
2006-04-04,0.4702864387047602,0.3293037083201898,0.0,0.20040985297504987
2006-04-05,0.4671984574764112,0.3293634313823291,0.0,0.2034381111412597
2006-04-06,0.4660055869208972,0.328705831670915,0.0,0.2052885814081879
2006-04-07,0.46362558570303214,0.3315773423539913,0.0,0.20479707194297664
2006-04-10,0.4599278559638711,0.33296394981532185,0.0,0.207108194220807
2006-04-11,0.46030782732740144,0.3356230335717689,0.0,0.20406913910082958
2006-04-12,0.4560672911666289,0.3363442775572458,0.0,0.2075884312761253
2006-04-13,0.4533959021753701,0.3406349104109754,0.0,0.20596918741365436
2006-04-17,0.44715652192490907,0.3448686194215995,0.0,0.20797485865349144
2006-04-18,0.44550577959414966,0.34716921151590996,0.0,0.20732500888994035
2006-04-19,0.4544432014245593,0.34020450703553134,0.0,0.20535229153990936
2006-04-20,0.45554505805295525,0.34666791229272714,0.0,0.19778702965431752
2006-04-21,0.464242071574759,0.3520727840772373,0.0,0.18368514434800368
2006-04-24,0.4686918324516107,0.3542192777025005,0.0,0.17708888984588886
2006-04-25,0.4691058002695625,0.35864561787695826,0.0,0.17224858185347933
2006-04-26,0.47323554644992566,0.3569960213059673,0.0,0.16976843224410698
2006-04-27,0.47353895147169095,0.3557856609056637,0.0,0.1706753876226453
2006-04-28,0.47678266626474874,0.35423920664220937,0.0,0.1689781270930419
2006-05-01,0.4817793318917199,0.3546685384237614,0.0,0.16355212968451874
2006-05-02,0.4827330780742752,0.35672971053316654,0.0,0.16053721139255825
2006-05-03,0.48669542316470243,0.351889744738497,0.0,0.1614148320968007
2006-05-04,0.48685135720837425,0.3510234172922669,0.0,0.162125225499359
2006-05-05,0.48770490941254363,0.34565212811660767,0.0,0.1666429624708487
2006-05-08,0.49240224517828557,0.33964825099509927,0.0,0.16794950382661505
2006-05-09,0.4917213878280942,0.3385336594975128,0.0,0.16974495267439307
2006-05-10,0.4914607545482921,0.3386313333659666,0.0,0.16990791208574138
2006-05-11,0.4888226126320356,0.3390369561429121,0.0,0.17214043122505232
2006-05-12,0.4854388015427562,0.33980098310095974,0.0,0.17476021535628405
2006-05-15,0.47485899018373445,0.34366293741045895,0.0,0.18147807240580652
2006-05-16,0.4882833428577613,0.3464493558332326,0.0,0.16526730130900597
2006-05-17,0.4888601769103737,0.34684996591426487,0.0,0.16428985717536143
2006-05-18,0.4889012075452441,0.33200157077308484,0.0,0.179097221681671
2006-05-19,0.4898713363478005,0.33237831062387535,0.0,0.1777503530283243
2006-05-22,0.48901008386797584,0.33524709786062484,0.0,0.1757428182713992
2006-05-23,0.4942778885276494,0.32526490263292646,0.0,0.18045720883942412
2006-05-24,0.4915142215033862,0.32739017887059796,0.0,0.18109559962601585
2006-05-25,0.4940072043311303,0.33097952101102746,0.0,0.1750132746578423
2006-05-26,0.49125973999764516,0.3321310773457807,0.0,0.1766091826565742
2006-05-30,0.49043716369457796,0.3319338941376557,0.0,0.17762894216776645
2006-05-31,0.47935784394179504,0.3362527221663889,0.0,0.18438943389181603
2006-06-01,0.4743008969749143,0.33861653809386993,0.0,0.18708256493121578
2006-06-02,0.18902321969857339,0.1388696640691674,0.597940973036268,0.07416614319599119
2006-06-05,0.4705482027448923,0.34351356159591623,0.0,0.18593823565919157
2006-06-06,0.198009607644955,0.14216030277500388,0.5793852061727166,0.08044488340732454
2006-06-07,0.47391365603226043,0.33678842924710883,0.0,0.1892979147206307
2006-06-08,0.20136136139368893,0.14268907164241956,0.5748762839704915,0.0810732829934
2006-06-09,0.0,0.1746902261122622,0.7244876612824601,0.10082211260527779
2006-06-12,0.0,0.6348414428785378,0.0,0.3651585571214621
2006-06-13,0.0,0.0,0.880346160037241,0.11965383996275906
2006-06-14,0.0,0.0,0.0,1.0
2006-06-15,0.4974004245373623,0.3225063660346073,0.0,0.1800932094280304
2006-06-16,0.0,0.6291595420889611,0.0,0.3708404579110391
2006-06-19,0.0,0.6298263771611653,0.0,0.3701736228388348
2006-06-20,0.0,0.6339340266091377,0.0,0.3660659733908624
2006-06-21,0.0,0.6340659035951755,0.0,0.3659340964048247
2006-06-22,0.0,0.6324089998902785,0.0,0.3675910001097215
2006-06-23,0.0,0.6336037157173533,0.0,0.3663962842826466
2006-06-26,0.0,0.6347318346388326,0.0,0.36526816536116746
2006-06-27,0.0,0.6328080617667549,0.0,0.3671919382332451
2006-06-28,0.0,0.6291644832758774,0.0,0.37083551672412246
2006-06-29,0.4859098395852979,0.3232919283345857,0.0,0.1907982320801164
2006-06-30,0.487435005156045,0.31642179585869934,0.0,0.19614319898525562
2006-07-03,0.49040208650293127,0.3154247006619684,0.0,0.19417321283510025
2006-07-05,0.49025789721437363,0.31562020659737344,0.0,0.19412189618825296
2006-07-06,0.4937729915545624,0.3117767890003332,0.0,0.19445021944510452
2006-07-07,0.49401319947614775,0.3105263713635503,0.0,0.19546042916030198
2006-07-10,0.49459069405200207,0.31014990510565327,0.0,0.19525940084234458
2006-07-11,0.1886531069063216,0.11805746045977884,0.6189235284650089,0.0743659041688907
2006-07-12,0.18820420397209886,0.11804521603599245,0.6204476472806416,0.07330293271126699
2006-07-13,0.0,0.14309687105802527,0.7660044210034204,0.09089870793855448
2006-07-14,0.0,0.1439247979982121,0.7651952878661135,0.09087991413567428
2006-07-17,0.0,0.1438536526825965,0.763810720763774,0.09233562655362934
2006-07-18,0.0,0.0,0.8897096785696502,0.11029032143034977
2006-07-19,0.18552785092864146,0.1166250987232411,0.6193697142740114,0.07847733607410594
2006-07-20,0.0,0.13960074935648387,0.7629502317100946,0.09744901893342162
2006-07-21,0.0,0.1379806961656616,0.766124687057202,0.09589461677713636
2006-07-24,0.1793400975536608,0.11310263691073079,0.629100051569795,0.07845721396581333
2006-07-25,0.17414104596770033,0.11195377694319297,0.6349730461881296,0.07893213090097716
2006-07-26,0.17325237800742296,0.11140502426453802,0.6348528869183456,0.08048971080969326
2006-07-27,0.1715947870550307,0.10940736695474464,0.6398497694466839,0.07914807654354071
2006-07-28,0.17250159740975934,0.11025607708100676,0.6377489470640567,0.07949337844517727
2006-07-31,0.17182023108260316,0.10905060271007437,0.6391717768527706,0.07995738935455192
2006-08-01,0.17215517419910015,0.10937699635599349,0.6380088366273843,0.0804589928175221
2006-08-02,0.17341146423246134,0.11046616544834634,0.636174259185194,0.07994811113399831
2006-08-03,0.1727208502149052,0.10995831455122741,0.6372917999975203,0.08002903523634708
2006-08-04,0.17222988694988486,0.10990929619564128,0.6362542220068925,0.08160659484758151
2006-08-07,0.17312061407345425,0.11050410681418968,0.6341135093858964,0.08226176972645975
2006-08-08,0.17493510287112526,0.11036724712344766,0.6325611472120717,0.08213650279335548
2006-08-09,0.17626325356177694,0.11003674370820506,0.6323703431523813,0.08132965957763676
